Freelancer_ID,Skills,Hourly_Rate,Rating,Completed_Projects
F0766,"['NodeJS', 'AWS', 'Django', 'Python', 'JavaScript']",76.19,3.8,61
F0767,"['React', 'NodeJS', 'Python']",72.83,4.7,29
F0768,"['JavaScript', 'React', 'Docker']",42.58,4.4,22
F0769,"['JavaScript', 'Django', 'AWS', 'Python']",97.0,3.6,61
F0770,"['AWS', 'Django', 'SQL', 'NodeJS']",55.48,4.3,96
F0771,"['SQL', 'Django']",72.21,3.9,15
F0772,"['Docker', 'SQL']",75.34,3.4,47
F0773,"['AWS', 'React', 'Django', 'JavaScript']",47.05,4.5,32
F0774,"['React', 'JavaScript', 'AWS', 'Django']",70.85,4.0,71
F0775,"['Docker', 'JavaScript', 'AWS', 'SQL']",80.05,4.9,55
F0776,"['Docker', 'JavaScript', 'React', 'NodeJS', 'Python']",93.53,3.1,60
F0777,"['SQL', 'Docker', 'JavaScript']",73.44,3.6,71
F0778,"['JavaScript', 'Docker', 'AWS']",71.93,5.0,70
F0779,"['Python', 'NodeJS']",38.6,4.6,34
F0780,"['Docker', 'AWS', 'Django']",62.81,3.1,58
F0781,"['Docker', 'Django', 'Python', 'JavaScript', 'AWS']",94.36,4.8,21
F0782,"['SQL', 'JavaScript', 'React', 'Docker', 'AWS']",41.62,3.3,46
F0783,"['Docker', 'React', 'Django', 'JavaScript']",45.53,4.7,29
F0784,"['NodeJS', 'Docker', 'JavaScript']",69.43,3.7,46
F0785,"['React', 'Django']",25.93,3.8,7
F0786,"['Docker', 'React', 'NodeJS']",80.95,3.5,86
F0787,"['NodeJS', 'SQL']",52.43,3.7,13
F0788,"['SQL', 'NodeJS', 'AWS', 'Python', 'Django']",25.67,4.1,40
F0789,"['React', 'Docker', 'AWS', 'Python', 'Django']",84.36,3.0,75
F0790,"['React', 'Docker', 'AWS', 'JavaScript']",55.35,4.5,44
F0791,"['AWS', 'Django', 'Docker', 'NodeJS']",19.52,3.5,48
F0792,"['Docker', 'Django', 'SQL', 'JavaScript']",27.99,4.2,51
F0793,"['SQL', 'Python', 'JavaScript', 'Docker', 'React']",90.91,3.0,23
F0794,"['Django', 'SQL']",54.13,4.1,37
F0795,"['NodeJS', 'React', 'Python']",33.46,3.9,15
F0796,"['Docker', 'Django', 'NodeJS', 'React', 'SQL']",69.92,3.3,54
F0797,"['React', 'NodeJS', 'Django', 'AWS']",66.52,4.1,34
F0798,"['React', 'SQL']",71.62,3.1,23
F0799,"['SQL', 'NodeJS']",16.36,3.9,92
F0800,"['NodeJS', 'SQL']",48.15,3.2,85
F0801,"['React', 'Docker']",39.24,4.4,96
F0802,"['Docker', 'AWS']",68.99,3.7,92
F0803,"['SQL', 'JavaScript']",96.34,4.9,78
F0804,"['AWS', 'Docker', 'SQL', 'React']",27.99,4.6,71
F0805,"['SQL', 'React', 'JavaScript']",75.63,3.6,56
F0806,"['Docker', 'SQL', 'Python', 'NodeJS']",52.59,4.1,78
F0807,"['Docker', 'Django', 'AWS']",54.49,4.6,36
F0808,"['React', 'AWS', 'Django']",22.49,3.1,96
F0809,"['AWS', 'Python', 'Docker', 'SQL', 'React']",77.2,4.9,83
F0810,"['Django', 'React', 'NodeJS', 'JavaScript', 'Docker']",47.64,4.4,59
F0811,"['SQL', 'Docker']",34.61,3.1,26
F0812,"['Django', 'JavaScript', 'Python', 'Docker']",27.83,4.7,89
F0813,"['Docker', 'AWS']",71.4,3.6,78
F0814,"['Docker', 'Django', 'JavaScript']",66.36,4.8,67
F0815,"['Docker', 'Python', 'NodeJS', 'JavaScript', 'AWS']",29.42,3.9,88
F0816,"['Python', 'JavaScript', 'SQL', 'NodeJS']",72.12,3.7,38
F0817,"['NodeJS', 'SQL', 'React', 'JavaScript']",59.9,3.8,49
F0818,"['React', 'JavaScript', 'Django']",86.31,4.4,61
F0819,"['Django', 'Docker', 'NodeJS', 'React', 'Python']",97.36,3.7,41
F0820,"['Python', 'Docker', 'React', 'SQL']",72.21,3.8,35
F0821,"['React', 'Docker', 'SQL', 'JavaScript']",53.71,4.3,82
F0822,"['AWS', 'NodeJS', 'JavaScript', 'SQL', 'Python']",42.72,3.0,7
F0823,"['NodeJS', 'Docker']",93.32,3.3,87
F0824,"['Docker', 'React']",54.03,4.0,26
F0825,"['React', 'Docker', 'AWS']",95.29,5.0,97
F0826,"['NodeJS', 'Python', 'React', 'Docker']",90.38,4.8,49
F0827,"['Django', 'React', 'Docker']",56.19,3.2,66
F0828,"['Python', 'SQL', 'Docker', 'NodeJS', 'AWS']",33.14,3.7,82
F0829,"['Python', 'SQL', 'NodeJS', 'React']",62.89,4.4,66
F0830,"['Python', 'AWS', 'Docker', 'React', 'SQL']",87.33,4.9,14
F0831,"['Python', 'NodeJS', 'Django', 'React']",45.95,3.4,98
F0832,"['SQL', 'AWS', 'Docker']",25.95,3.7,38
F0833,"['Django', 'JavaScript']",37.51,4.1,8
F0834,"['AWS', 'Python']",89.31,4.7,37
F0835,"['SQL', 'AWS', 'NodeJS']",94.33,3.7,87
F0836,"['AWS', 'SQL', 'Docker', 'JavaScript']",82.67,4.7,33
F0837,"['JavaScript', 'NodeJS', 'Python', 'SQL', 'Django']",42.21,4.6,90
F0838,"['JavaScript', 'React']",81.52,4.2,7
F0839,"['Docker', 'Django', 'React']",94.4,3.7,60
F0840,"['SQL', 'Django']",57.0,4.1,33
F0841,"['Django', 'NodeJS', 'Docker', 'SQL']",44.11,4.1,58
F0842,"['AWS', 'SQL', 'Django', 'Docker']",76.71,4.0,96
F0843,"['NodeJS', 'React', 'Python', 'JavaScript', 'Django']",68.08,3.4,9
F0844,"['Docker', 'AWS', 'NodeJS', 'Python', 'React']",61.03,4.4,91
F0845,"['SQL', 'React', 'Python', 'Docker']",55.22,4.1,24
F0846,"['Python', 'Docker', 'React', 'AWS', 'JavaScript']",89.41,3.2,35
F0847,"['AWS', 'React', 'SQL', 'Docker']",77.44,4.0,60
F0848,"['Django', 'JavaScript']",74.69,4.3,14
F0849,"['React', 'SQL', 'JavaScript', 'Django', 'Docker']",90.02,4.7,97
F0850,"['Django', 'NodeJS']",35.69,3.9,49
F0851,"['JavaScript', 'React', 'Django']",16.45,3.8,40
F0852,"['NodeJS', 'SQL', 'AWS']",70.5,4.4,18
F0853,"['JavaScript', 'AWS', 'Python', 'React', 'SQL']",91.04,4.0,21
F0854,"['Python', 'Django', 'AWS']",95.2,3.7,17
F0855,"['JavaScript', 'React', 'Docker', 'Django', 'Python']",65.01,4.2,99
F0856,"['Django', 'JavaScript']",37.47,4.8,52
F0857,"['AWS', 'Python', 'Docker', 'NodeJS', 'JavaScript']",62.16,4.0,63
F0858,"['SQL', 'Django', 'JavaScript', 'Docker']",98.54,4.5,84
F0859,"['Docker', 'NodeJS', 'SQL', 'React']",71.85,4.9,21
F0860,"['SQL', 'AWS', 'Python', 'Docker', 'Django']",38.81,3.7,50
F0861,"['AWS', 'Python']",61.66,3.3,87
F0862,"['AWS', 'React']",32.84,4.2,62
F0863,"['AWS', 'JavaScript']",74.32,4.6,6
F0864,"['React', 'JavaScript', 'AWS', 'Django', 'SQL']",73.28,5.0,60
F0865,"['SQL', 'React', 'Docker', 'Python']",36.22,4.9,30
F0866,"['Python', 'NodeJS', 'Docker', 'Django', 'AWS']",57.21,4.3,20
F0867,"['React', 'Docker', 'SQL', 'NodeJS', 'AWS']",84.72,4.1,29
F0868,"['React', 'SQL', 'JavaScript']",75.0,3.4,9
F0869,"['Docker', 'AWS', 'JavaScript', 'Django']",37.48,4.4,73
F0870,"['Docker', 'AWS', 'NodeJS']",74.09,3.4,87
F0871,"['NodeJS', 'Django', 'React']",50.55,3.4,69
F0872,"['React', 'Python', 'Docker']",73.59,3.2,90
F0873,"['React', 'AWS']",22.87,4.9,44
F0874,"['Docker', 'SQL']",93.9,4.5,36
F0875,"['NodeJS', 'JavaScript']",68.29,4.9,100
F0876,"['JavaScript', 'Django', 'NodeJS', 'Python']",35.1,4.0,6
F0877,"['NodeJS', 'Python', 'Django']",18.38,3.9,70
F0878,"['NodeJS', 'React', 'SQL', 'Python']",89.14,3.5,42
F0879,"['NodeJS', 'AWS', 'JavaScript']",27.87,4.7,52
F0880,"['SQL', 'React', 'AWS', 'JavaScript', 'NodeJS']",92.59,3.6,36
F0881,"['Python', 'Django', 'NodeJS']",69.04,3.3,82
F0882,"['Docker', 'Django', 'JavaScript', 'Python']",94.62,4.4,58
F0883,"['JavaScript', 'NodeJS']",52.09,3.7,82
F0884,"['JavaScript', 'Docker']",99.32,4.1,10
F0885,"['Django', 'NodeJS', 'Docker', 'JavaScript']",94.3,5.0,78
F0886,"['Python', 'Django']",65.64,3.2,87
F0887,"['AWS', 'SQL', 'Django', 'Python', 'React']",51.56,4.8,48
F0888,"['Python', 'Docker', 'AWS', 'Django', 'JavaScript']",23.15,3.6,28
F0889,"['JavaScript', 'Docker', 'NodeJS']",87.94,4.2,77
F0890,"['Docker', 'AWS']",88.15,3.6,60
F0891,"['JavaScript', 'AWS', 'React', 'Django']",78.63,4.6,42
F0892,"['SQL', 'Python', 'Django', 'JavaScript', 'React']",77.37,4.7,50
F0893,"['AWS', 'SQL']",26.57,3.5,23
F0894,"['NodeJS', 'JavaScript', 'SQL']",32.26,5.0,10
F0895,"['Docker', 'JavaScript', 'AWS']",96.91,3.2,39
F0896,"['Python', 'NodeJS']",98.68,3.3,11
F0897,"['Docker', 'Django', 'React']",69.79,5.0,67
F0898,"['SQL', 'JavaScript']",71.91,3.3,84
F0899,"['Docker', 'JavaScript', 'Django']",63.52,3.4,39
F0900,"['AWS', 'SQL', 'Docker', 'NodeJS']",67.87,4.9,89
F0901,"['AWS', 'Django', 'JavaScript', 'SQL', 'Docker']",72.54,3.8,87
F0902,"['SQL', 'JavaScript', 'Python', 'Django', 'NodeJS']",61.74,3.6,55
F0903,"['Python', 'React', 'AWS', 'NodeJS']",95.41,3.9,15
F0904,"['JavaScript', 'SQL']",86.68,3.6,59
F0905,"['JavaScript', 'AWS', 'Docker']",39.65,4.8,95
F0906,"['Docker', 'React']",92.68,4.8,73
F0907,"['JavaScript', 'React']",55.77,3.5,20
F0908,"['Python', 'JavaScript', 'AWS', 'SQL']",22.41,3.6,96
F0909,"['React', 'Python', 'AWS']",65.93,3.3,69
F0910,"['NodeJS', 'React', 'SQL', 'Docker', 'Python']",78.61,3.8,76
F0911,"['JavaScript', 'NodeJS', 'React']",55.61,4.5,40
F0912,"['Python', 'Django', 'NodeJS', 'React']",92.77,3.1,91
F0913,"['Python', 'React']",15.21,3.5,36
F0914,"['Django', 'SQL', 'NodeJS']",93.56,4.2,27
F0915,"['Python', 'Docker', 'JavaScript']",90.1,3.3,27
F0916,"['Django', 'Docker', 'NodeJS', 'AWS']",81.07,3.9,10
F0917,"['SQL', 'Docker']",16.46,3.6,40
F0918,"['SQL', 'Django', 'JavaScript', 'NodeJS', 'Python']",28.83,3.4,97
F0919,"['React', 'Django', 'JavaScript', 'SQL']",67.64,4.7,40
F0920,"['Django', 'JavaScript', 'AWS', 'SQL']",81.85,3.5,75
F0921,"['JavaScript', 'React']",17.04,4.1,26
F0922,"['SQL', 'NodeJS', 'AWS']",60.76,3.8,54
F0923,"['SQL', 'JavaScript', 'Docker', 'Django']",65.93,3.6,28
F0924,"['Django', 'React', 'Python', 'AWS']",59.21,4.5,44
F0925,"['Python', 'React', 'AWS', 'SQL', 'Docker']",96.04,3.7,88
F0926,"['SQL', 'NodeJS', 'React']",67.62,4.2,29
F0927,"['AWS', 'Docker', 'SQL', 'React']",27.39,3.8,71
F0928,"['React', 'JavaScript', 'Django', 'Docker', 'Python']",75.97,4.2,59
F0929,"['React', 'Python', 'AWS', 'Django']",87.41,4.4,19
F0930,"['Django', 'JavaScript']",43.7,3.6,14
F0931,"['JavaScript', 'NodeJS', 'Django', 'Python', 'React']",22.08,3.2,55
F0932,"['Python', 'SQL', 'NodeJS', 'React', 'AWS']",51.0,3.5,45
F0933,"['SQL', 'NodeJS', 'Docker', 'Django']",43.39,3.2,41
F0934,"['Python', 'React', 'AWS', 'Django', 'NodeJS']",90.01,3.7,55
F0935,"['React', 'NodeJS', 'AWS', 'Python']",69.69,3.1,70
F0936,"['Docker', 'NodeJS']",52.31,4.6,18
F0937,"['AWS', 'Django', 'React', 'NodeJS', 'Docker']",51.07,4.3,65
F0938,"['Django', 'NodeJS', 'SQL', 'Docker', 'JavaScript']",58.64,4.6,79
F0939,"['Docker', 'AWS', 'SQL', 'Django']",92.82,4.3,96
F0940,"['React', 'Docker', 'AWS', 'JavaScript']",91.8,4.3,66
F0941,"['Django', 'NodeJS', 'SQL']",48.29,4.4,23
F0942,"['Python', 'JavaScript', 'Django']",64.46,4.3,11
F0943,"['Docker', 'Python', 'JavaScript', 'SQL', 'NodeJS']",65.92,4.7,71
F0944,"['NodeJS', 'Docker', 'React']",60.5,4.9,65
F0945,"['Django', 'NodeJS']",97.22,4.3,55
F0946,"['AWS', 'JavaScript', 'Django', 'React', 'NodeJS']",38.73,3.3,20
F0947,"['JavaScript', 'NodeJS', 'Python', 'React']",55.38,4.6,46
F0948,"['SQL', 'Docker']",77.66,4.1,51
F0949,"['Docker', 'NodeJS', 'Python', 'JavaScript']",46.92,3.3,32
F0950,"['AWS', 'Docker']",16.94,4.6,15
F0951,"['NodeJS', 'JavaScript']",98.4,4.9,29
F0952,"['JavaScript', 'NodeJS', 'React']",29.5,4.7,78
F0953,"['Docker', 'NodeJS', 'SQL', 'JavaScript', 'React']",56.87,3.2,85
F0954,"['NodeJS', 'Python', 'Docker']",54.78,4.7,20
F0955,"['Docker', 'JavaScript']",63.02,3.4,73
F0956,"['NodeJS', 'AWS', 'SQL', 'JavaScript']",58.91,4.8,7
F0957,"['Python', 'JavaScript', 'Docker', 'AWS']",20.37,3.7,57
F0958,"['Python', 'AWS']",91.37,3.8,68
F0959,"['SQL', 'Python', 'Docker', 'NodeJS']",60.68,3.7,22
F0960,"['JavaScript', 'Django', 'SQL', 'Python']",76.38,3.1,10
F0961,"['Django', 'Python']",41.52,3.5,47
F0962,"['AWS', 'SQL', 'NodeJS', 'Docker', 'React']",73.32,4.9,7
F0963,"['SQL', 'Django']",17.72,4.4,45
F0964,"['React', 'AWS']",38.38,4.6,75
F0965,"['AWS', 'Django', 'JavaScript', 'Python']",63.18,3.7,29
F0966,"['SQL', 'JavaScript', 'Python']",70.16,4.0,9
F0967,"['React', 'Django', 'Docker', 'SQL', 'Python']",99.74,3.5,61
F0968,"['Python', 'JavaScript', 'React', 'Django', 'AWS']",21.69,4.5,61
F0969,"['JavaScript', 'Python', 'Django']",98.02,4.9,59
F0970,"['Docker', 'JavaScript']",91.19,3.1,71
F0971,"['JavaScript', 'SQL', 'AWS']",55.93,3.4,53
F0972,"['SQL', 'AWS', 'JavaScript']",38.63,4.8,42
F0973,"['Django', 'AWS', 'React', 'SQL', 'Python']",47.08,4.4,25
F0974,"['JavaScript', 'NodeJS']",21.18,5.0,13
F0975,"['Docker', 'React', 'JavaScript']",69.85,4.9,24
F0976,"['AWS', 'NodeJS', 'React']",47.3,3.8,59
F0977,"['JavaScript', 'Django', 'Python', 'NodeJS', 'Docker']",64.92,3.8,16
F0978,"['Python', 'JavaScript', 'NodeJS', 'AWS', 'Docker']",54.0,3.4,48
F0979,"['NodeJS', 'SQL']",52.61,3.9,20
F0980,"['AWS', 'JavaScript']",63.69,4.2,77
F0981,"['JavaScript', 'Python', 'AWS']",30.71,4.6,55
F0982,"['Python', 'SQL', 'Docker', 'React']",94.19,4.2,53
F0983,"['SQL', 'JavaScript']",28.39,3.1,87
F0984,"['JavaScript', 'NodeJS', 'SQL']",29.67,4.6,31
F0985,"['React', 'Django', 'NodeJS']",20.34,4.7,38
F0986,"['AWS', 'Django']",81.74,3.0,97
F0987,"['React', 'Django', 'AWS', 'NodeJS']",17.01,4.9,32
F0988,"['SQL', 'JavaScript', 'React', 'AWS', 'Python']",22.0,3.5,92
F0989,"['Python', 'JavaScript', 'NodeJS']",29.26,4.0,93
F0990,"['Python', 'React', 'SQL', 'AWS', 'Docker']",29.36,3.3,23
F0991,"['JavaScript', 'Docker']",71.14,4.9,14
F0992,"['Django', 'NodeJS', 'SQL', 'JavaScript', 'Python']",27.52,3.0,17
F0993,"['Docker', 'NodeJS', 'AWS', 'React', 'Django']",96.25,3.0,92
F0994,"['Python', 'Django', 'React', 'AWS']",95.39,3.6,46
F0995,"['SQL', 'JavaScript']",98.86,3.2,86
F0996,"['JavaScript', 'React', 'NodeJS', 'Python']",54.04,3.3,11
F0997,"['Python', 'Docker', 'SQL', 'NodeJS']",89.03,4.5,40
F0998,"['Python', 'Django', 'Docker']",87.23,3.1,92
F0999,"['Django', 'JavaScript', 'SQL', 'AWS']",71.99,3.8,41
